State,Zip,CarrierType,VehicleType,cnt
AL,35206,PRIVATE,BUS SCHOOL,1
AL,35207,INDIVIDUAL,BUS NON SCHOOL,3
AL,35207,PRIVATE,BUS NON SCHOOL,5
AL,35207,PRIVATE,BUS SCHOOL,3
AL,35209,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,13
AL,35209,PRIVATE,BUS NON SCHOOL,3
AL,35209,PRIVATE,BUS SCHOOL,3
AL,35210,INDIVIDUAL,BUS SCHOOL,2
AL,35210,PRIVATE,BUS SCHOOL,5
AL,35211,PRIVATE,BUS SCHOOL,6
AL,35212,FOR HIRE,BUS NON SCHOOL,2
AL,35212,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
AL,35212,PRIVATE,BUS NON SCHOOL,11
AL,35213,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,8
AL,35214,FOR HIRE,BUS NON SCHOOL,4
AL,35214,PRIVATE,BUS NON SCHOOL,1
AL,35216,INDIVIDUAL,BUS SCHOOL,1
AL,35216,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,13
AL,35216,PRIVATE,BUS NON SCHOOL,1
AL,35217,INDIVIDUAL,BUS SCHOOL,1
AL,35217,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,15
AL,35218,FOR HIRE,BUS SCHOOL,1
AL,35221,FOR HIRE,BUS NON SCHOOL,4
AL,35221,INDIVIDUAL,BUS NON SCHOOL,2
AL,35221,STATE GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
AL,35222,FOR HIRE,BUS SCHOOL,1
AL,35222,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,7
AL,35223,INDIVIDUAL,BUS NON SCHOOL,1
AL,35223,PRIVATE,BUS NON SCHOOL,2
AL,35226,INDIVIDUAL,BUS SCHOOL,1
AL,35226,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
AL,35226,PRIVATE,BUS SCHOOL,3
AL,35228,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
AL,35233,FINANCE LEASE,BUS NON SCHOOL,1
AL,35233,PRIVATE,BUS NON SCHOOL,1
AL,35233,PRIVATE,BUS SCHOOL,2
AL,35234,FOR HIRE,BUS SCHOOL,16
AL,35234,INDIVIDUAL,BUS NON SCHOOL,4
AL,35234,PRIVATE,BUS NON SCHOOL,1
AL,35234,PRIVATE,BUS SCHOOL,12
AL,35235,INDIVIDUAL,BUS NON SCHOOL,1
AL,35235,PRIVATE,BUS SCHOOL,2
AL,35242,INDIVIDUAL,BUS NON SCHOOL,1
AL,35242,INDIVIDUAL,BUS SCHOOL,1
AL,35242,PRIVATE,BUS NON SCHOOL,2
AL,35242,PRIVATE,BUS SCHOOL,14
AL,35242,UTILITIES/COMMUNICATIONS,BUS SCHOOL,2
AL,35243,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,6
AL,35243,PRIVATE,BUS NON SCHOOL,1
AL,35244,INDIVIDUAL,BUS NON SCHOOL,2
AL,35244,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,19
AL,35244,PRIVATE,BUS NON SCHOOL,1
AL,35244,PRIVATE,BUS SCHOOL,2
AL,35259,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
AL,35266,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
AL,35401,FOR HIRE,BUS NON SCHOOL,9
AL,35401,INDIVIDUAL,BUS NON SCHOOL,1
AL,35401,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,6
AL,35401,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,8
AL,35401,PRIVATE,BUS NON SCHOOL,11
AL,35401,PRIVATE,BUS SCHOOL,5
AL,35401,STATE GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,2
AL,35401,STATE GOVERNMENT (U.S. ONLY),BUS SCHOOL,8
AL,35403,PRIVATE,BUS SCHOOL,1
AL,35404,INDIVIDUAL,BUS SCHOOL,2
AL,35404,PRIVATE,BUS SCHOOL,4
AL,35405,FOR HIRE,BUS NON SCHOOL,1
AL,35405,INDIVIDUAL,BUS NON SCHOOL,1
AL,35405,INDIVIDUAL,BUS SCHOOL,2
AL,35405,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,2
AL,35405,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,8
AL,35405,PRIVATE,BUS NON SCHOOL,3
AL,35405,PRIVATE,BUS SCHOOL,4
AL,35406,FOR HIRE,BUS NON SCHOOL,1
AL,35406,PRIVATE,BUS SCHOOL,2
AL,35407,INDIVIDUAL,BUS SCHOOL,1
AL,35442,FOR HIRE,BUS SCHOOL,2
AL,35447,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,12
AL,35447,PRIVATE,BUS SCHOOL,1
AL,35447,U.S. GOVERNMENT,BUS SCHOOL,1
AL,35452,INDIVIDUAL,BUS NON SCHOOL,1
AL,35452,INDIVIDUAL,BUS SCHOOL,1
AL,35453,INDIVIDUAL,BUS SCHOOL,2
AL,35453,PRIVATE,BUS SCHOOL,3
AL,35459,INDIVIDUAL,BUS SCHOOL,1
AL,35462,FOR HIRE,BUS NON SCHOOL,2
AL,35462,INDIVIDUAL,BUS NON SCHOOL,3
AL,35462,INDIVIDUAL,BUS SCHOOL,1
AL,35462,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,15
AL,35462,PRIVATE,BUS NON SCHOOL,1
AL,35462,PRIVATE,BUS SCHOOL,2
AL,35464,INDIVIDUAL,BUS NON SCHOOL,1
AL,35466,FOR HIRE,BUS SCHOOL,1
AL,35466,INDIVIDUAL,BUS NON SCHOOL,1
AL,35466,PRIVATE,BUS NON SCHOOL,1
AL,35466,PRIVATE,BUS SCHOOL,1
AL,35470,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,16
AL,35470,PRIVATE,BUS SCHOOL,2
AL,35473,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,9
AL,35473,PRIVATE,BUS SCHOOL,2
AL,35474,INDIVIDUAL,BUS SCHOOL,1
AL,35475,PRIVATE,BUS SCHOOL,2
AL,35476,INDIVIDUAL,BUS SCHOOL,1
AL,35476,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
AL,35476,PRIVATE,BUS NON SCHOOL,2
AL,35476,PRIVATE,BUS SCHOOL,8
AL,35477,PRIVATE,BUS NON SCHOOL,1
AL,35481,INDIVIDUAL,BUS SCHOOL,1
AL,35490,INDIVIDUAL,BUS SCHOOL,1
AL,35490,PRIVATE,BUS SCHOOL,1
AL,35501,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,24
AL,35501,PRIVATE,BUS NON SCHOOL,1
AL,35501,PRIVATE,BUS SCHOOL,2
AL,35503,INDIVIDUAL,BUS SCHOOL,1
AL,35541,INDIVIDUAL,BUS SCHOOL,1
AL,35542,INDIVIDUAL,BUS NON SCHOOL,1
AL,35553,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,11
AL,35555,INDIVIDUAL,BUS NON SCHOOL,1
AL,35555,INDIVIDUAL,BUS SCHOOL,1
AL,35555,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,10
AL,35555,PRIVATE,BUS SCHOOL,1
AL,35563,INDIVIDUAL,BUS NON SCHOOL,1
AL,35563,INDIVIDUAL,BUS SCHOOL,1
AL,35563,PRIVATE,BUS SCHOOL,3
AL,35564,INDIVIDUAL,BUS NON SCHOOL,1
AL,35564,INDIVIDUAL,BUS SCHOOL,1
AL,35565,INDIVIDUAL,BUS NON SCHOOL,2
AL,35565,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
AL,35565,PRIVATE,BUS SCHOOL,4
AL,35570,INDIVIDUAL,BUS SCHOOL,1
AL,35570,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
AL,35570,PRIVATE,BUS NON SCHOOL,1
AL,35570,PRIVATE,BUS SCHOOL,1
AL,35581,INDIVIDUAL,BUS NON SCHOOL,1
AL,35582,PRIVATE,BUS SCHOOL,1
AL,35587,INDIVIDUAL,BUS SCHOOL,1
AL,35592,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,10
AL,35592,PRIVATE,BUS SCHOOL,2
AL,35594,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,10
AL,35601,INDIVIDUAL,BUS NON SCHOOL,2
AL,35601,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,28
AL,35601,PRIVATE,BUS NON SCHOOL,2
AL,35601,PRIVATE,BUS SCHOOL,4
AL,35603,FOR HIRE,BUS SCHOOL,1
AL,35603,INDIVIDUAL,BUS NON SCHOOL,1
AL,35603,INDIVIDUAL,BUS SCHOOL,1
AL,35603,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
AL,35603,PRIVATE,BUS SCHOOL,3
AL,35611,INDIVIDUAL,BUS NON SCHOOL,1
AL,35611,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,28
AL,35611,PRIVATE,BUS SCHOOL,1
AL,35613,INDIVIDUAL,BUS SCHOOL,1
AL,35613,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
AL,35613,PRIVATE,BUS SCHOOL,2
AL,35614,PRIVATE,BUS NON SCHOOL,1
AL,35614,PRIVATE,BUS SCHOOL,3
AL,35620,PRIVATE,BUS SCHOOL,1
AL,35621,INDIVIDUAL,BUS SCHOOL,1
AL,35622,INDIVIDUAL,BUS SCHOOL,2
AL,35630,FOR HIRE,BUS SCHOOL,9
AL,35630,PRIVATE,BUS NON SCHOOL,1
AL,35630,PRIVATE,BUS SCHOOL,9
AL,35630,STATE GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
AL,35632,STATE GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,2
AL,35633,INDIVIDUAL,BUS SCHOOL,4
AL,35633,PRIVATE,BUS NON SCHOOL,1
AL,35634,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,14
AL,35634,PRIVATE,BUS SCHOOL,2
AL,35640,INDIVIDUAL,BUS NON SCHOOL,7
AL,35640,INDIVIDUAL,BUS SCHOOL,1
AL,35640,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
AL,35640,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,13
AL,35640,PRIVATE,BUS NON SCHOOL,4
AL,35640,PRIVATE,BUS SCHOOL,1
AL,35640,STATE GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
AL,35643,INDIVIDUAL,BUS NON SCHOOL,1
AL,35650,INDIVIDUAL,BUS NON SCHOOL,2
AL,35650,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,12
AL,35650,PRIVATE,BUS SCHOOL,1
AL,35651,INDIVIDUAL,BUS SCHOOL,1
AL,35652,INDIVIDUAL,BUS SCHOOL,1
AL,35652,PRIVATE,BUS NON SCHOOL,1
AL,35652,PRIVATE,BUS SCHOOL,1
AL,35653,INDIVIDUAL,BUS SCHOOL,1
AL,35653,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,10
AL,35653,PRIVATE,BUS NON SCHOOL,2
AL,35660,INDIVIDUAL,BUS SCHOOL,1
AL,35660,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
AL,35660,PRIVATE,BUS NON SCHOOL,1
AL,35660,UTILITIES/COMMUNICATIONS,BUS SCHOOL,2
AL,35661,INDIVIDUAL,BUS NON SCHOOL,1
AL,35661,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
AL,35661,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
AL,35661,PRIVATE,BUS NON SCHOOL,2
AL,35661,PRIVATE,BUS SCHOOL,1
AL,35671,FINANCE LEASE,BUS SCHOOL,2
AL,35671,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
AL,35672,PRIVATE,BUS SCHOOL,1
AL,35673,INDIVIDUAL,BUS NON SCHOOL,1
AL,35673,PRIVATE,BUS SCHOOL,1
AL,35674,INDIVIDUAL,BUS NON SCHOOL,1
AL,35674,INDIVIDUAL,BUS SCHOOL,3
AL,35674,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
AL,35674,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,16
AL,35674,PRIVATE,BUS NON SCHOOL,2
AL,35739,INDIVIDUAL,BUS NON SCHOOL,1
AL,35739,PRIVATE,BUS NON SCHOOL,1
AL,35744,INDIVIDUAL,BUS SCHOOL,1
AL,35747,PRIVATE,BUS NON SCHOOL,2
AL,35748,INDIVIDUAL,BUS SCHOOL,1
AL,35749,FOR HIRE,BUS NON SCHOOL,1
AL,35749,PRIVATE,BUS SCHOOL,1
AL,35750,INDIVIDUAL,BUS NON SCHOOL,1
AL,35750,INDIVIDUAL,BUS SCHOOL,1
AL,35750,PRIVATE,BUS SCHOOL,2
AL,35757,FOR HIRE,BUS NON SCHOOL,2
AL,35757,INDIVIDUAL,BUS NON SCHOOL,1
AL,35757,PRIVATE,BUS NON SCHOOL,1
AL,35757,PRIVATE,BUS SCHOOL,1
AL,35758,FOR HIRE,BUS NON SCHOOL,8
AL,35758,FULL SERVICE LEASE,BUS NON SCHOOL,1
AL,35758,INDIVIDUAL,BUS SCHOOL,3
AL,35758,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
AL,35758,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,27
AL,35758,PRIVATE,BUS NON SCHOOL,4
AL,35758,PRIVATE,BUS SCHOOL,5
AL,35761,INDIVIDUAL,BUS NON SCHOOL,1
AL,35761,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
AL,35761,PRIVATE,BUS SCHOOL,1
AL,35762,STATE GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
AL,35762,U.S. GOVERNMENT,BUS NON SCHOOL,1
AL,35763,INDIVIDUAL,BUS NON SCHOOL,1
AL,35763,INDIVIDUAL,BUS SCHOOL,3
AL,35764,INDIVIDUAL,BUS SCHOOL,1
AL,35768,INDIVIDUAL,BUS SCHOOL,1
AL,35768,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
AL,35768,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,13
AL,35768,PRIVATE,BUS NON SCHOOL,1
AL,35768,PRIVATE,BUS SCHOOL,1
AL,35769,INDIVIDUAL,BUS SCHOOL,1
AL,35769,PRIVATE,BUS SCHOOL,1
AL,35771,INDIVIDUAL,BUS NON SCHOOL,1
AL,35772,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
AL,35773,PRIVATE,BUS NON SCHOOL,1
AL,35801,INDIVIDUAL,BUS NON SCHOOL,2
AL,35801,INDIVIDUAL,BUS SCHOOL,1
AL,35801,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,3
AL,35801,PRIVATE,BUS NON SCHOOL,3
AL,35801,PRIVATE,BUS SCHOOL,10
AL,35802,FULL SERVICE LEASE,BUS SCHOOL,1
AL,35802,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
AL,35802,PRIVATE,BUS NON SCHOOL,2
AL,35802,PRIVATE,BUS SCHOOL,9
AL,35803,PRIVATE,BUS NON SCHOOL,1
AL,35803,PRIVATE,BUS SCHOOL,2
AL,35805,FOR HIRE,BUS SCHOOL,1
AL,35805,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,2
AL,35805,PRIVATE,BUS NON SCHOOL,1
AL,35806,INDIVIDUAL,BUS SCHOOL,1
AL,35806,PRIVATE,BUS NON SCHOOL,1
AL,35806,PRIVATE,BUS SCHOOL,1
AL,35810,FOR HIRE,BUS NON SCHOOL,2
AL,35810,FULL SERVICE LEASE,BUS NON SCHOOL,1
AL,35810,PRIVATE,BUS NON SCHOOL,1
AL,35810,PRIVATE,BUS SCHOOL,1
AL,35811,FINANCE LEASE,BUS SCHOOL,1
AL,35811,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,19
AL,35811,PRIVATE,BUS NON SCHOOL,3
AL,35811,PRIVATE,BUS SCHOOL,5
AL,35816,FOR HIRE,BUS NON SCHOOL,1
AL,35816,FULL SERVICE LEASE,BUS SCHOOL,2
AL,35816,INDIVIDUAL,BUS NON SCHOOL,1
AL,35816,PRIVATE,BUS SCHOOL,11
AL,35896,PRIVATE,BUS NON SCHOOL,2
AL,35901,FULL SERVICE LEASE,BUS SCHOOL,1
AL,35901,INDIVIDUAL,BUS NON SCHOOL,1
AL,35901,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
AL,35901,PRIVATE,BUS NON SCHOOL,1
AL,35901,PRIVATE,BUS SCHOOL,1
AL,35901,U.S. GOVERNMENT,BUS SCHOOL,1
AL,35902,PRIVATE,BUS NON SCHOOL,2
AL,35903,FINANCE LEASE,BUS SCHOOL,1
AL,35903,FOR HIRE,BUS SCHOOL,18
AL,35903,INDIVIDUAL,BUS NON SCHOOL,1
AL,35903,INDIVIDUAL,BUS SCHOOL,2
AL,35903,PRIVATE,BUS NON SCHOOL,5
AL,35903,PRIVATE,BUS SCHOOL,1
AL,35904,INDIVIDUAL,BUS SCHOOL,3
AL,35904,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,14
AL,35904,PRIVATE,BUS SCHOOL,2
AL,35905,PRIVATE,BUS NON SCHOOL,1
AL,35906,INDIVIDUAL,BUS SCHOOL,2
AL,35906,PRIVATE,BUS NON SCHOOL,1
AL,35906,PRIVATE,BUS SCHOOL,3
AL,35907,PRIVATE,BUS NON SCHOOL,1
AL,35950,INDIVIDUAL,BUS SCHOOL,1
AL,35950,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,8
AL,35950,PRIVATE,BUS NON SCHOOL,5
AL,35950,PRIVATE,BUS SCHOOL,2
AL,35951,INDIVIDUAL,BUS NON SCHOOL,1
AL,35951,INDIVIDUAL,BUS SCHOOL,1
AL,35952,INDIVIDUAL,BUS NON SCHOOL,1
AL,35952,INDIVIDUAL,BUS SCHOOL,1
AL,35953,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,14
AL,35953,PRIVATE,BUS SCHOOL,1
AL,35954,FOR HIRE,BUS NON SCHOOL,1
AL,35954,INDIVIDUAL,BUS SCHOOL,3
AL,35954,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,14
AL,35954,PRIVATE,BUS SCHOOL,3
AL,35957,INDIVIDUAL,BUS NON SCHOOL,1
AL,35957,INDIVIDUAL,BUS SCHOOL,1
AL,35957,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
AL,35957,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,9
AL,35957,PRIVATE,BUS NON SCHOOL,1
AL,35957,PRIVATE,BUS SCHOOL,4
AL,35958,PRIVATE,BUS SCHOOL,1
AL,35959,INDIVIDUAL,BUS NON SCHOOL,2
AL,35960,INDIVIDUAL,BUS SCHOOL,1
AL,35960,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,15
AL,35960,PRIVATE,BUS SCHOOL,2
AL,35961,INDIVIDUAL,BUS NON SCHOOL,2
AL,35962,INDIVIDUAL,BUS NON SCHOOL,1
AL,35962,INDIVIDUAL,BUS SCHOOL,1
AL,35966,INDIVIDUAL,BUS SCHOOL,1
AL,35967,FOR HIRE,BUS NON SCHOOL,1
AL,35967,INDIVIDUAL,BUS NON SCHOOL,1
AL,35967,INDIVIDUAL,BUS SCHOOL,2
AL,35967,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
AL,35967,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,23
AL,35967,PRIVATE,BUS SCHOOL,1
AL,35968,INDIVIDUAL,BUS NON SCHOOL,2
AL,35968,PRIVATE,BUS NON SCHOOL,1
AL,35968,PRIVATE,BUS SCHOOL,1
AL,35971,PRIVATE,BUS NON SCHOOL,1
AL,35971,PRIVATE,BUS SCHOOL,8
AL,35973,INDIVIDUAL,BUS SCHOOL,2
AL,35976,FOR HIRE,BUS SCHOOL,2
AL,35976,INDIVIDUAL,BUS NON SCHOOL,2
AL,35976,INDIVIDUAL,BUS SCHOOL,3
AL,35976,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,18
AL,35976,PRIVATE,BUS NON SCHOOL,1
AL,35980,INDIVIDUAL,BUS NON SCHOOL,1
AL,35980,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
AL,35980,PRIVATE,BUS SCHOOL,1
AL,35986,INDIVIDUAL,BUS SCHOOL,1
AL,35986,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,17
AL,35988,PRIVATE,BUS NON SCHOOL,1
AL,35989,INDIVIDUAL,BUS SCHOOL,4
AL,36009,INDIVIDUAL,BUS SCHOOL,2
AL,36010,INDIVIDUAL,BUS NON SCHOOL,1
AL,36010,INDIVIDUAL,BUS SCHOOL,2
AL,36010,PRIVATE,BUS NON SCHOOL,2
AL,36010,PRIVATE,BUS SCHOOL,1
AL,36013,PRIVATE,BUS SCHOOL,2
AL,36016,FINANCE LEASE,BUS SCHOOL,4
AL,36016,FOR HIRE,BUS NON SCHOOL,1
AL,36016,INDIVIDUAL,BUS SCHOOL,1
AL,36016,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
AL,36016,PRIVATE,BUS NON SCHOOL,1
AL,36017,PRIVATE,BUS SCHOOL,2
AL,36022,INDIVIDUAL,BUS NON SCHOOL,1
AL,36022,INDIVIDUAL,BUS SCHOOL,1
AL,36022,STATE GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
AL,36022,STATE GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
AL,36024,INDIVIDUAL,BUS SCHOOL,1
AL,36025,INDIVIDUAL,BUS SCHOOL,1
AL,36025,PRIVATE,BUS NON SCHOOL,1
AL,36025,PRIVATE,BUS SCHOOL,1
AL,36025,STATE GOVERNMENT (U.S. ONLY),BUS SCHOOL,14
AL,36027,INDIVIDUAL,BUS SCHOOL,2
AL,36027,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,14
AL,36027,PRIVATE,BUS NON SCHOOL,3
AL,36027,PRIVATE,BUS SCHOOL,3
AL,36028,INDIVIDUAL,BUS SCHOOL,1
AL,36032,PRIVATE,BUS SCHOOL,1
AL,36035,PRIVATE,BUS NON SCHOOL,1
AL,36036,PRIVATE,BUS NON SCHOOL,1
AL,36037,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,11
AL,36037,PRIVATE,BUS NON SCHOOL,2
AL,36037,PRIVATE,BUS SCHOOL,4
AL,36040,INDIVIDUAL,BUS NON SCHOOL,3
AL,36040,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,17
AL,36043,FOR HIRE,BUS SCHOOL,1
AL,36043,INDIVIDUAL,BUS NON SCHOOL,1
AL,36043,PRIVATE,BUS SCHOOL,3
AL,36049,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
AL,36049,PRIVATE,BUS SCHOOL,4
AL,36051,INDIVIDUAL,BUS SCHOOL,1
AL,36054,PRIVATE,BUS NON SCHOOL,2
AL,36064,INDIVIDUAL,BUS NON SCHOOL,1
AL,36064,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
AL,36066,INDIVIDUAL,BUS NON SCHOOL,1
AL,36066,PRIVATE,BUS SCHOOL,3
AL,36067,DEALER,BUS SCHOOL,30
AL,36067,FOR HIRE,BUS NON SCHOOL,1
AL,36067,FOR HIRE,BUS SCHOOL,7
AL,36067,INDIVIDUAL,BUS NON SCHOOL,1
AL,36067,INDIVIDUAL,BUS SCHOOL,4
AL,36067,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,11
AL,36067,PRIVATE,BUS NON SCHOOL,1
AL,36067,PRIVATE,BUS SCHOOL,7
AL,36075,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
AL,36078,INDIVIDUAL,BUS SCHOOL,2
AL,36078,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
AL,36078,PRIVATE,BUS NON SCHOOL,1
AL,36079,FULL SERVICE LEASE,BUS SCHOOL,1
AL,36079,INDIVIDUAL,BUS SCHOOL,1
AL,36079,PRIVATE,BUS NON SCHOOL,1
AL,36081,FOR HIRE,BUS NON SCHOOL,5
AL,36081,INDIVIDUAL,BUS NON SCHOOL,2
AL,36081,INDIVIDUAL,BUS SCHOOL,1
AL,36081,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,4
AL,36081,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,17
AL,36081,PRIVATE,BUS SCHOOL,2
AL,36083,INDIVIDUAL,BUS NON SCHOOL,1
AL,36083,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,11
AL,36083,PRIVATE,BUS SCHOOL,1
AL,36089,INDIVIDUAL,BUS NON SCHOOL,1
AL,36089,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
AL,36092,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,26
AL,36092,PRIVATE,BUS NON SCHOOL,1
AL,36092,PRIVATE,BUS SCHOOL,6
AL,36093,INDIVIDUAL,BUS SCHOOL,1
AL,36104,FINANCE LEASE,BUS NON SCHOOL,2
AL,36104,FOR HIRE,BUS NON SCHOOL,20
AL,36104,FULL SERVICE LEASE,BUS NON SCHOOL,7
AL,36104,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,8
AL,36104,PRIVATE,BUS NON SCHOOL,2
AL,36104,PRIVATE,BUS SCHOOL,7
AL,36104,STATE GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,2
AL,36104,STATE GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
AL,36104,U.S. GOVERNMENT,BUS SCHOOL,1
AL,36105,FOR HIRE,BUS NON SCHOOL,1
AL,36105,INDIVIDUAL,BUS NON SCHOOL,1
AL,36105,PRIVATE,BUS NON SCHOOL,4
AL,36106,INDIVIDUAL,BUS NON SCHOOL,1
AL,36106,PRIVATE,BUS SCHOOL,1
AL,36107,INDIVIDUAL,BUS SCHOOL,1
AL,36107,PRIVATE,BUS SCHOOL,1
AL,36108,FOR HIRE,BUS SCHOOL,1
AL,36108,INDIVIDUAL,BUS SCHOOL,2
AL,36108,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,3
AL,36108,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
AL,36108,PRIVATE,BUS SCHOOL,3
AL,36109,INDIVIDUAL,BUS NON SCHOOL,1
AL,36109,PRIVATE,BUS NON SCHOOL,6
AL,36109,PRIVATE,BUS SCHOOL,3
AL,36110,INDIVIDUAL,BUS NON SCHOOL,1
AL,36110,PRIVATE,BUS SCHOOL,1
AL,36111,FOR HIRE,BUS SCHOOL,1
AL,36112,PRIVATE,BUS SCHOOL,1
AL,36114,FOR HIRE,BUS NON SCHOOL,1
AL,36116,FINANCE LEASE,BUS NON SCHOOL,2
AL,36116,FINANCE LEASE,BUS SCHOOL,11
AL,36116,FOR HIRE,BUS NON SCHOOL,1
AL,36116,INDIVIDUAL,BUS SCHOOL,1
AL,36116,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,11
AL,36116,PRIVATE,BUS NON SCHOOL,4
AL,36116,PRIVATE,BUS SCHOOL,3
AL,36117,FOR HIRE,BUS NON SCHOOL,1
AL,36117,INDIVIDUAL,BUS NON SCHOOL,2
